order_date,product_id,warehouse_id,units_ordered,unit_cost
2026-04-23,IC003,CW03,25,1.34
2026-04-23,IC003,CW04,27,1.34
2026-04-23,IC003,CW05,28,1.34
2026-04-23,IC004,CW01,10,4.32
2026-04-23,IC004,CW02,26,4.32
2026-04-23,IC004,CW03,16,4.32
2026-04-23,IC004,CW04,34,4.32
2026-04-23,IC004,CW05,21,4.32
2026-04-23,IC005,CW01,34,2.02
2026-04-23,IC005,CW02,27,2.02
2026-04-23,IC005,CW03,26,2.02
2026-04-23,IC005,CW04,20,2.02
2026-04-23,IC005,CW05,37,2.02
2026-04-23,IC006,CW01,46,3.1
2026-04-23,IC006,CW02,43,3.1
2026-04-23,IC006,CW03,25,3.1
2026-04-23,IC006,CW04,26,3.1
2026-04-23,IC006,CW05,32,3.1
2026-04-23,IC007,CW01,14,5.07
2026-04-23,IC007,CW02,50,5.07
2026-04-23,IC007,CW03,23,5.07
2026-04-23,IC007,CW04,35,5.07
2026-04-23,IC007,CW05,14,5.07
2026-04-23,IC008,CW01,28,2.75
2026-04-23,IC008,CW02,26,2.75
2026-04-23,IC008,CW03,31,2.75
2026-04-23,IC008,CW04,32,2.75
2026-04-23,IC008,CW05,38,2.75
2026-04-23,IC009,CW01,36,1.44
2026-04-23,IC009,CW02,27,1.44
2026-04-23,IC009,CW03,23,1.44
2026-04-23,IC009,CW04,23,1.44
2026-04-23,IC009,CW05,27,1.44
2026-04-23,IC010,CW01,20,5.79
2026-04-23,IC010,CW02,7,5.79
2026-04-23,IC010,CW03,20,5.79
2026-04-23,IC010,CW04,18,5.79
2026-04-23,IC010,CW05,22,5.79
2026-04-23,IC011,CW01,22,3.13
2026-04-23,IC011,CW02,25,3.13
2026-04-23,IC011,CW03,26,3.13
2026-04-23,IC011,CW04,17,3.13
2026-04-23,IC011,CW05,34,3.13
2026-04-23,IC012,CW01,24,4.92
2026-04-23,IC012,CW02,29,4.92
2026-04-23,IC012,CW03,17,4.92
2026-04-23,IC012,CW04,19,4.92
2026-04-23,IC012,CW05,21,4.92
2026-04-23,IC013,CW01,39,2.5
2026-04-23,IC013,CW02,24,2.5
2026-04-23,IC013,CW03,22,2.5
2026-04-23,IC013,CW04,32,2.5
2026-04-23,IC013,CW05,24,2.5
2026-04-23,IC014,CW01,29,4.59
2026-04-23,IC014,CW02,25,4.59
2026-04-23,IC014,CW03,25,4.59
2026-04-23,IC014,CW04,33,4.59
2026-04-23,IC014,CW05,39,4.59
2026-04-23,IC015,CW01,32,5.31
2026-04-23,IC015,CW02,23,5.31
2026-04-23,IC015,CW03,29,5.31
2026-04-23,IC015,CW04,40,5.31
2026-04-23,IC015,CW05,33,5.31
2026-04-23,IC016,CW01,20,1.55
2026-04-23,IC016,CW02,28,1.55
2026-04-23,IC016,CW03,18,1.55
2026-04-23,IC016,CW04,30,1.55
2026-04-23,IC016,CW05,25,1.55
2026-04-23,IC017,CW01,38,3.3
2026-04-23,IC017,CW02,22,3.3
2026-04-23,IC017,CW03,34,3.3
2026-04-23,IC017,CW04,25,3.3
2026-04-23,IC017,CW05,32,3.3
2026-04-23,IC018,CW01,28,5.15
2026-04-23,IC018,CW02,30,5.15
2026-04-23,IC018,CW03,24,5.15
2026-04-23,IC018,CW04,23,5.15
2026-04-23,IC018,CW05,23,5.15
2026-04-23,IC019,CW01,24,3.32
2026-04-23,IC019,CW02,29,3.32
2026-04-23,IC019,CW03,21,3.32
2026-04-23,IC019,CW04,24,3.32
2026-04-23,IC019,CW05,29,3.32
2026-04-23,IC020,CW01,27,1.45
2026-04-23,IC020,CW02,32,1.45
2026-04-23,IC020,CW03,25,1.45
2026-04-23,IC020,CW04,29,1.45
2026-04-23,IC020,CW05,42,1.45
2026-04-23,IC021,CW01,30,3.44
2026-04-23,IC021,CW02,20,3.44
2026-04-23,IC021,CW03,31,3.44
2026-04-23,IC021,CW04,24,3.44
2026-04-23,IC021,CW05,38,3.44
2026-04-23,IC022,CW01,28,3.68
2026-04-23,IC022,CW02,33,3.68
2026-04-23,IC022,CW03,36,3.68
2026-04-23,IC022,CW04,32,3.68
2026-04-23,IC022,CW05,30,3.68
2026-04-24,IC001,CW01,53,1.94
2026-04-24,IC001,CW02,36,1.94
2026-04-24,IC001,CW03,35,1.94
2026-04-24,IC001,CW04,39,1.94
2026-04-24,IC001,CW05,28,1.94
2026-04-24,IC002,CW01,30,1.37
2026-04-24,IC002,CW02,39,1.37
2026-04-24,IC002,CW03,45,1.37
2026-04-24,IC002,CW04,28,1.37
2026-04-24,IC002,CW05,38,1.37
2026-04-24,IC003,CW01,38,1.34
2026-04-24,IC003,CW02,40,1.34
2026-04-24,IC003,CW03,27,1.34
2026-04-24,IC003,CW04,57,1.34
2026-04-24,IC003,CW05,37,1.34
2026-04-24,IC004,CW01,45,4.32
2026-04-24,IC004,CW02,35,4.32
2026-04-24,IC004,CW03,33,4.32
2026-04-24,IC004,CW04,41,4.32
2026-04-24,IC004,CW05,36,4.32
2026-04-24,IC005,CW01,28,2.02
2026-04-24,IC005,CW02,29,2.02
2026-04-24,IC005,CW03,27,2.02
2026-04-24,IC005,CW04,28,2.02
2026-04-24,IC005,CW05,30,2.02
2026-04-24,IC006,CW01,33,3.1
2026-04-24,IC006,CW02,26,3.1
2026-04-24,IC006,CW03,48,3.1
2026-04-24,IC006,CW04,32,3.1
2026-04-24,IC006,CW05,28,3.1
2026-04-24,IC007,CW01,29,5.07
2026-04-24,IC007,CW02,31,5.07
2026-04-24,IC007,CW03,36,5.07
2026-04-24,IC007,CW04,34,5.07
2026-04-24,IC007,CW05,46,5.07
2026-04-24,IC008,CW01,36,2.75
2026-04-24,IC008,CW02,45,2.75
2026-04-24,IC008,CW03,49,2.75
2026-04-24,IC008,CW04,32,2.75
2026-04-24,IC008,CW05,38,2.75
2026-04-24,IC009,CW01,18,1.44
2026-04-24,IC009,CW02,38,1.44
2026-04-24,IC009,CW03,26,1.44
2026-04-24,IC009,CW04,39,1.44
2026-04-24,IC009,CW05,32,1.44
2026-04-24,IC010,CW01,42,5.79
2026-04-24,IC010,CW02,35,5.79
2026-04-24,IC010,CW03,39,5.79
2026-04-24,IC010,CW04,47,5.79
2026-04-24,IC010,CW05,49,5.79
2026-04-24,IC011,CW01,33,3.13
2026-04-24,IC011,CW02,20,3.13
2026-04-24,IC011,CW03,35,3.13
2026-04-24,IC011,CW04,20,3.13
2026-04-24,IC011,CW05,47,3.13
2026-04-24,IC012,CW01,50,4.92
2026-04-24,IC012,CW02,34,4.92
2026-04-24,IC012,CW03,32,4.92
2026-04-24,IC012,CW04,38,4.92
2026-04-24,IC012,CW05,38,4.92
2026-04-24,IC013,CW01,41,2.5
2026-04-24,IC013,CW02,46,2.5
2026-04-24,IC013,CW03,51,2.5
2026-04-24,IC013,CW04,52,2.5
2026-04-24,IC013,CW05,47,2.5
2026-04-24,IC014,CW01,42,4.59
2026-04-24,IC014,CW02,52,4.59
2026-04-24,IC014,CW03,58,4.59
2026-04-24,IC014,CW04,32,4.59
2026-04-24,IC014,CW05,47,4.59
2026-04-24,IC015,CW01,32,5.31
2026-04-24,IC015,CW02,33,5.31
2026-04-24,IC015,CW03,13,5.31
2026-04-24,IC015,CW04,47,5.31
2026-04-24,IC015,CW05,43,5.31
2026-04-24,IC016,CW01,37,1.55
2026-04-24,IC016,CW02,53,1.55
2026-04-24,IC016,CW03,26,1.55
2026-04-24,IC016,CW04,43,1.55
2026-04-24,IC016,CW05,32,1.55
2026-04-24,IC017,CW01,22,3.3
2026-04-24,IC017,CW02,52,3.3
2026-04-24,IC017,CW03,28,3.3
2026-04-24,IC017,CW04,46,3.3
2026-04-24,IC017,CW05,28,3.3
2026-04-24,IC018,CW01,21,5.15
2026-04-24,IC018,CW02,27,5.15
2026-04-24,IC018,CW03,45,5.15
2026-04-24,IC018,CW04,24,5.15
2026-04-24,IC018,CW05,34,5.15
2026-04-24,IC019,CW01,39,3.32
2026-04-24,IC019,CW02,39,3.32
2026-04-24,IC019,CW03,43,3.32
2026-04-24,IC019,CW04,41,3.32
2026-04-24,IC019,CW05,31,3.32
2026-04-24,IC020,CW01,43,1.45
2026-04-24,IC020,CW02,40,1.45
2026-04-24,IC020,CW03,27,1.45
2026-04-24,IC020,CW04,38,1.45
2026-04-24,IC020,CW05,29,1.45
2026-04-24,IC021,CW01,44,3.44
2026-04-24,IC021,CW02,25,3.44
2026-04-24,IC021,CW03,45,3.44
2026-04-24,IC021,CW04,46,3.44
2026-04-24,IC021,CW05,38,3.44
2026-04-24,IC022,CW01,57,3.68
2026-04-24,IC022,CW02,23,3.68
2026-04-24,IC022,CW03,34,3.68
2026-04-24,IC022,CW04,54,3.68
2026-04-24,IC022,CW05,28,3.68
2026-04-25,IC001,CW01,41,1.94
2026-04-25,IC001,CW02,41,1.94
2026-04-25,IC001,CW03,33,1.94
2026-04-25,IC001,CW04,49,1.94
2026-04-25,IC001,CW05,34,1.94
2026-04-25,IC002,CW01,39,1.37
2026-04-25,IC002,CW02,45,1.37
2026-04-25,IC002,CW03,51,1.37
2026-04-25,IC002,CW04,43,1.37
2026-04-25,IC002,CW05,34,1.37
2026-04-25,IC003,CW01,28,1.34
2026-04-25,IC003,CW02,38,1.34
2026-04-25,IC003,CW03,29,1.34
2026-04-25,IC003,CW04,44,1.34
2026-04-25,IC003,CW05,22,1.34
2026-04-25,IC004,CW01,22,4.32
2026-04-25,IC004,CW02,41,4.32
2026-04-25,IC004,CW03,49,4.32
2026-04-25,IC004,CW04,49,4.32
2026-04-25,IC004,CW05,49,4.32
2026-04-25,IC005,CW01,47,2.02
2026-04-25,IC005,CW02,38,2.02
2026-04-25,IC005,CW03,41,2.02
2026-04-25,IC005,CW04,32,2.02
2026-04-25,IC005,CW05,38,2.02
2026-04-25,IC006,CW01,45,3.1
2026-04-25,IC006,CW02,48,3.1
2026-04-25,IC006,CW03,41,3.1
2026-04-25,IC006,CW04,29,3.1
2026-04-25,IC006,CW05,40,3.1
2026-04-25,IC007,CW01,32,5.07
2026-04-25,IC007,CW02,18,5.07
2026-04-25,IC007,CW03,21,5.07
2026-04-25,IC007,CW04,45,5.07
2026-04-25,IC007,CW05,39,5.07
2026-04-25,IC008,CW01,50,2.75
2026-04-25,IC008,CW02,19,2.75
2026-04-25,IC008,CW03,48,2.75
2026-04-25,IC008,CW04,29,2.75
2026-04-25,IC008,CW05,36,2.75
2026-04-25,IC009,CW01,39,1.44
2026-04-25,IC009,CW02,27,1.44
2026-04-25,IC009,CW03,27,1.44
2026-04-25,IC009,CW04,42,1.44
2026-04-25,IC009,CW05,38,1.44
2026-04-25,IC010,CW01,58,5.79
2026-04-25,IC010,CW02,35,5.79
2026-04-25,IC010,CW03,29,5.79
2026-04-25,IC010,CW04,37,5.79
2026-04-25,IC010,CW05,45,5.79
2026-04-25,IC011,CW01,40,3.13
2026-04-25,IC011,CW02,19,3.13
2026-04-25,IC011,CW03,26,3.13
2026-04-25,IC011,CW04,32,3.13
2026-04-25,IC011,CW05,29,3.13
2026-04-25,IC012,CW01,33,4.92
2026-04-25,IC012,CW02,51,4.92
2026-04-25,IC012,CW03,29,4.92
2026-04-25,IC012,CW04,44,4.92
2026-04-25,IC012,CW05,55,4.92
2026-04-25,IC013,CW01,43,2.5
2026-04-25,IC013,CW02,40,2.5
2026-04-25,IC013,CW03,48,2.5
2026-04-25,IC013,CW04,36,2.5
2026-04-25,IC013,CW05,48,2.5
2026-04-25,IC014,CW01,41,4.59
2026-04-25,IC014,CW02,49,4.59
2026-04-25,IC014,CW03,52,4.59
2026-04-25,IC014,CW04,30,4.59
2026-04-25,IC014,CW05,42,4.59
2026-04-25,IC015,CW01,45,5.31
2026-04-25,IC015,CW02,41,5.31
2026-04-25,IC015,CW03,40,5.31
2026-04-25,IC015,CW04,47,5.31
2026-04-25,IC015,CW05,43,5.31
2026-04-25,IC016,CW01,42,1.55
2026-04-25,IC016,CW02,42,1.55
2026-04-25,IC016,CW03,41,1.55
2026-04-25,IC016,CW04,26,1.55
2026-04-25,IC016,CW05,37,1.55
2026-04-25,IC017,CW01,38,3.3
2026-04-25,IC017,CW02,31,3.3
2026-04-25,IC017,CW03,48,3.3
2026-04-25,IC017,CW04,38,3.3
2026-04-25,IC017,CW05,65,3.3
2026-04-25,IC018,CW01,58,5.15
2026-04-25,IC018,CW02,46,5.15
2026-04-25,IC018,CW03,36,5.15
2026-04-25,IC018,CW04,28,5.15
2026-04-25,IC018,CW05,30,5.15
2026-04-25,IC019,CW01,38,3.32
2026-04-25,IC019,CW02,47,3.32
2026-04-25,IC019,CW03,50,3.32
2026-04-25,IC019,CW04,37,3.32
2026-04-25,IC019,CW05,57,3.32
2026-04-25,IC020,CW01,18,1.45
2026-04-25,IC020,CW02,36,1.45
2026-04-25,IC020,CW03,25,1.45
2026-04-25,IC020,CW04,37,1.45
2026-04-25,IC020,CW05,35,1.45
2026-04-25,IC021,CW01,36,3.44
2026-04-25,IC021,CW02,46,3.44
2026-04-25,IC021,CW03,47,3.44
2026-04-25,IC021,CW04,32,3.44
2026-04-25,IC021,CW05,25,3.44
2026-04-25,IC022,CW01,34,3.68
2026-04-25,IC022,CW02,30,3.68
2026-04-25,IC022,CW03,26,3.68
2026-04-25,IC022,CW04,46,3.68
2026-04-25,IC022,CW05,56,3.68
2026-04-26,IC001,CW01,30,1.94
2026-04-26,IC001,CW02,33,1.94
2026-04-26,IC001,CW03,25,1.94
2026-04-26,IC001,CW04,32,1.94
2026-04-26,IC001,CW05,26,1.94
2026-04-26,IC002,CW01,30,1.37
2026-04-26,IC002,CW02,22,1.37
2026-04-26,IC002,CW03,57,1.37
2026-04-26,IC002,CW04,50,1.37
2026-04-26,IC002,CW05,49,1.37
2026-04-26,IC003,CW01,45,1.34
2026-04-26,IC003,CW02,21,1.34
2026-04-26,IC003,CW03,44,1.34
2026-04-26,IC003,CW04,37,1.34
2026-04-26,IC003,CW05,43,1.34
2026-04-26,IC004,CW01,35,4.32
2026-04-26,IC004,CW02,37,4.32
2026-04-26,IC004,CW03,31,4.32
2026-04-26,IC004,CW04,36,4.32
2026-04-26,IC004,CW05,37,4.32
2026-04-26,IC005,CW01,46,2.02
2026-04-26,IC005,CW02,37,2.02
2026-04-26,IC005,CW03,30,2.02
2026-04-26,IC005,CW04,51,2.02
2026-04-26,IC005,CW05,40,2.02
2026-04-26,IC006,CW01,36,3.1
2026-04-26,IC006,CW02,35,3.1
2026-04-26,IC006,CW03,44,3.1
2026-04-26,IC006,CW04,33,3.1
2026-04-26,IC006,CW05,53,3.1
2026-04-26,IC007,CW01,44,5.07
2026-04-26,IC007,CW02,30,5.07
2026-04-26,IC007,CW03,44,5.07
2026-04-26,IC007,CW04,31,5.07
2026-04-26,IC007,CW05,54,5.07
2026-04-26,IC008,CW01,47,2.75
2026-04-26,IC008,CW02,43,2.75
2026-04-26,IC008,CW03,38,2.75
2026-04-26,IC008,CW04,55,2.75
2026-04-26,IC008,CW05,41,2.75
2026-04-26,IC009,CW01,55,1.44
2026-04-26,IC009,CW02,36,1.44
2026-04-26,IC009,CW03,42,1.44
2026-04-26,IC009,CW04,61,1.44
2026-04-26,IC009,CW05,34,1.44
2026-04-26,IC010,CW01,29,5.79
2026-04-26,IC010,CW02,42,5.79
2026-04-26,IC010,CW03,33,5.79
2026-04-26,IC010,CW04,44,5.79
2026-04-26,IC010,CW05,43,5.79
2026-04-26,IC011,CW01,45,3.13
2026-04-26,IC011,CW02,41,3.13
2026-04-26,IC011,CW03,41,3.13
2026-04-26,IC011,CW04,39,3.13
2026-04-26,IC011,CW05,16,3.13
2026-04-26,IC012,CW01,48,4.92
2026-04-26,IC012,CW02,35,4.92
2026-04-26,IC012,CW03,34,4.92
2026-04-26,IC012,CW04,35,4.92
2026-04-26,IC012,CW05,25,4.92
2026-04-26,IC013,CW01,38,2.5
2026-04-26,IC013,CW02,43,2.5
2026-04-26,IC013,CW03,31,2.5
2026-04-26,IC013,CW04,28,2.5
2026-04-26,IC013,CW05,29,2.5
2026-04-26,IC014,CW01,41,4.59
2026-04-26,IC014,CW02,31,4.59
2026-04-26,IC014,CW03,43,4.59
2026-04-26,IC014,CW04,20,4.59
2026-04-26,IC014,CW05,47,4.59
2026-04-26,IC015,CW01,40,5.31
2026-04-26,IC015,CW02,36,5.31
2026-04-26,IC015,CW03,35,5.31
2026-04-26,IC015,CW04,27,5.31
2026-04-26,IC015,CW05,53,5.31
2026-04-26,IC016,CW01,19,1.55
2026-04-26,IC016,CW02,44,1.55
2026-04-26,IC016,CW03,45,1.55
2026-04-26,IC016,CW04,36,1.55
2026-04-26,IC016,CW05,31,1.55
2026-04-26,IC017,CW01,17,3.3
2026-04-26,IC017,CW02,53,3.3
2026-04-26,IC017,CW03,49,3.3
2026-04-26,IC017,CW04,45,3.3
2026-04-26,IC017,CW05,44,3.3
2026-04-26,IC018,CW01,42,5.15
2026-04-26,IC018,CW02,45,5.15
2026-04-26,IC018,CW03,38,5.15
2026-04-26,IC018,CW04,30,5.15
2026-04-26,IC018,CW05,53,5.15
2026-04-26,IC019,CW01,43,3.32
2026-04-26,IC019,CW02,41,3.32
2026-04-26,IC019,CW03,37,3.32
2026-04-26,IC019,CW04,49,3.32
2026-04-26,IC019,CW05,37,3.32
2026-04-26,IC020,CW01,31,1.45
2026-04-26,IC020,CW02,37,1.45
2026-04-26,IC020,CW03,55,1.45
2026-04-26,IC020,CW04,35,1.45
2026-04-26,IC020,CW05,39,1.45
2026-04-26,IC021,CW01,53,3.44
2026-04-26,IC021,CW02,43,3.44
2026-04-26,IC021,CW03,48,3.44
2026-04-26,IC021,CW04,43,3.44
2026-04-26,IC021,CW05,38,3.44
2026-04-26,IC022,CW01,46,3.68
2026-04-26,IC022,CW02,39,3.68
2026-04-26,IC022,CW03,51,3.68
2026-04-26,IC022,CW04,43,3.68
2026-04-26,IC022,CW05,32,3.68
2026-04-27,IC001,CW01,25,1.94
2026-04-27,IC001,CW02,27,1.94
2026-04-27,IC001,CW03,21,1.94
2026-04-27,IC001,CW04,28,1.94
2026-04-27,IC001,CW05,32,1.94
2026-04-27,IC002,CW01,35,1.37
2026-04-27,IC002,CW02,21,1.37
2026-04-27,IC002,CW03,32,1.37
2026-04-27,IC002,CW04,32,1.37
2026-04-27,IC002,CW05,31,1.37
2026-04-27,IC003,CW01,17,1.34
2026-04-27,IC003,CW02,31,1.34
2026-04-27,IC003,CW03,43,1.34
2026-04-27,IC003,CW04,14,1.34
2026-04-27,IC003,CW05,37,1.34
2026-04-27,IC004,CW01,24,4.32
2026-04-27,IC004,CW02,19,4.32
2026-04-27,IC004,CW03,39,4.32
2026-04-27,IC004,CW04,19,4.32
2026-04-27,IC004,CW05,24,4.32
2026-04-27,IC005,CW01,22,2.02
2026-04-27,IC005,CW02,38,2.02
2026-04-27,IC005,CW03,26,2.02
2026-04-27,IC005,CW04,22,2.02
2026-04-27,IC005,CW05,17,2.02
2026-04-27,IC006,CW01,37,3.1
2026-04-27,IC006,CW02,25,3.1
2026-04-27,IC006,CW03,22,3.1
2026-04-27,IC006,CW04,47,3.1
2026-04-27,IC006,CW05,27,3.1
2026-04-27,IC007,CW01,16,5.07
2026-04-27,IC007,CW02,27,5.07
2026-04-27,IC007,CW03,27,5.07
2026-04-27,IC007,CW04,33,5.07
2026-04-27,IC007,CW05,31,5.07
2026-04-27,IC008,CW01,27,2.75
2026-04-27,IC008,CW02,29,2.75
2026-04-27,IC008,CW03,29,2.75
2026-04-27,IC008,CW04,44,2.75
2026-04-27,IC008,CW05,21,2.75
2026-04-27,IC009,CW01,24,1.44
2026-04-27,IC009,CW02,10,1.44
2026-04-27,IC009,CW03,25,1.44
2026-04-27,IC009,CW04,25,1.44
2026-04-27,IC009,CW05,41,1.44
2026-04-27,IC010,CW01,33,5.79
2026-04-27,IC010,CW02,41,5.79
2026-04-27,IC010,CW03,31,5.79
2026-04-27,IC010,CW04,30,5.79
2026-04-27,IC010,CW05,27,5.79
2026-04-27,IC011,CW01,31,3.13
2026-04-27,IC011,CW02,25,3.13
2026-04-27,IC011,CW03,18,3.13
2026-04-27,IC011,CW04,29,3.13
2026-04-27,IC011,CW05,23,3.13
2026-04-27,IC012,CW01,32,4.92
2026-04-27,IC012,CW02,27,4.92
2026-04-27,IC012,CW03,31,4.92
2026-04-27,IC012,CW04,15,4.92
2026-04-27,IC012,CW05,32,4.92
2026-04-27,IC013,CW01,22,2.5
2026-04-27,IC013,CW02,28,2.5
2026-04-27,IC013,CW03,38,2.5
2026-04-27,IC013,CW04,29,2.5
2026-04-27,IC013,CW05,22,2.5
2026-04-27,IC014,CW01,41,4.59
2026-04-27,IC014,CW02,22,4.59
2026-04-27,IC014,CW03,31,4.59
2026-04-27,IC014,CW04,42,4.59
2026-04-27,IC014,CW05,26,4.59
2026-04-27,IC015,CW01,30,5.31
2026-04-27,IC015,CW02,23,5.31
2026-04-27,IC015,CW03,36,5.31
2026-04-27,IC015,CW04,39,5.31
2026-04-27,IC015,CW05,44,5.31
2026-04-27,IC016,CW01,24,1.55
2026-04-27,IC016,CW02,25,1.55
2026-04-27,IC016,CW03,36,1.55
2026-04-27,IC016,CW04,38,1.55
2026-04-27,IC016,CW05,43,1.55
2026-04-27,IC017,CW01,15,3.3
2026-04-27,IC017,CW02,26,3.3
2026-04-27,IC017,CW03,22,3.3
2026-04-27,IC017,CW04,20,3.3
2026-04-27,IC017,CW05,42,3.3
2026-04-27,IC018,CW01,30,5.15
2026-04-27,IC018,CW02,32,5.15
2026-04-27,IC018,CW03,32,5.15
2026-04-27,IC018,CW04,27,5.15
2026-04-27,IC018,CW05,34,5.15
2026-04-27,IC019,CW01,31,3.32
2026-04-27,IC019,CW02,29,3.32
2026-04-27,IC019,CW03,16,3.32
2026-04-27,IC019,CW04,23,3.32
2026-04-27,IC019,CW05,39,3.32
2026-04-27,IC020,CW01,33,1.45
2026-04-27,IC020,CW02,36,1.45
2026-04-27,IC020,CW03,20,1.45
2026-04-27,IC020,CW04,48,1.45
2026-04-27,IC020,CW05,15,1.45
2026-04-27,IC021,CW01,28,3.44
2026-04-27,IC021,CW02,23,3.44
2026-04-27,IC021,CW03,17,3.44
2026-04-27,IC021,CW04,30,3.44
2026-04-27,IC021,CW05,29,3.44
2026-04-27,IC022,CW01,39,3.68
2026-04-27,IC022,CW02,23,3.68
2026-04-27,IC022,CW03,22,3.68
2026-04-27,IC022,CW04,25,3.68
2026-04-27,IC022,CW05,24,3.68
2026-04-28,IC001,CW01,36,1.94
2026-04-28,IC001,CW02,22,1.94
2026-04-28,IC001,CW03,31,1.94
2026-04-28,IC001,CW04,29,1.94
2026-04-28,IC001,CW05,31,1.94
2026-04-28,IC002,CW01,35,1.37
2026-04-28,IC002,CW02,33,1.37
2026-04-28,IC002,CW03,35,1.37
2026-04-28,IC002,CW04,34,1.37
2026-04-28,IC002,CW05,41,1.37
2026-04-28,IC003,CW01,28,1.34
2026-04-28,IC003,CW02,21,1.34
2026-04-28,IC003,CW03,26,1.34
2026-04-28,IC003,CW04,20,1.34
2026-04-28,IC003,CW05,26,1.34
2026-04-28,IC004,CW01,32,4.32
2026-04-28,IC004,CW02,32,4.32
2026-04-28,IC004,CW03,27,4.32
2026-04-28,IC004,CW04,39,4.32
2026-04-28,IC004,CW05,21,4.32
2026-04-28,IC005,CW01,30,2.02
2026-04-28,IC005,CW02,19,2.02
2026-04-28,IC005,CW03,28,2.02
2026-04-28,IC005,CW04,27,2.02
2026-04-28,IC005,CW05,31,2.02
2026-04-28,IC006,CW01,31,3.1
2026-04-28,IC006,CW02,30,3.1
2026-04-28,IC006,CW03,45,3.1
2026-04-28,IC006,CW04,25,3.1
2026-04-28,IC006,CW05,45,3.1
2026-04-28,IC007,CW01,37,5.07
2026-04-28,IC007,CW02,31,5.07
2026-04-28,IC007,CW03,32,5.07
2026-04-28,IC007,CW04,23,5.07
2026-04-28,IC007,CW05,18,5.07
2026-04-28,IC008,CW01,28,2.75
2026-04-28,IC008,CW02,35,2.75
2026-04-28,IC008,CW03,35,2.75
2026-04-28,IC008,CW04,23,2.75
2026-04-28,IC008,CW05,33,2.75
2026-04-28,IC009,CW01,44,1.44
2026-04-28,IC009,CW02,22,1.44
2026-04-28,IC009,CW03,30,1.44
2026-04-28,IC009,CW04,25,1.44
2026-04-28,IC009,CW05,30,1.44
2026-04-28,IC010,CW01,31,5.79
2026-04-28,IC010,CW02,24,5.79
2026-04-28,IC010,CW03,29,5.79
2026-04-28,IC010,CW04,28,5.79
2026-04-28,IC010,CW05,45,5.79
2026-04-28,IC011,CW01,25,3.13
2026-04-28,IC011,CW02,32,3.13
2026-04-28,IC011,CW03,25,3.13
2026-04-28,IC011,CW04,31,3.13
2026-04-28,IC011,CW05,19,3.13
2026-04-28,IC012,CW01,38,4.92
2026-04-28,IC012,CW02,26,4.92
2026-04-28,IC012,CW03,20,4.92
2026-04-28,IC012,CW04,21,4.92
2026-04-28,IC012,CW05,28,4.92
2026-04-28,IC013,CW01,36,2.5
2026-04-28,IC013,CW02,22,2.5
2026-04-28,IC013,CW03,24,2.5
2026-04-28,IC013,CW04,34,2.5
2026-04-28,IC013,CW05,30,2.5
2026-04-28,IC014,CW01,29,4.59
2026-04-28,IC014,CW02,33,4.59
2026-04-28,IC014,CW03,31,4.59
2026-04-28,IC014,CW04,32,4.59
2026-04-28,IC014,CW05,24,4.59
2026-04-28,IC015,CW01,24,5.31
2026-04-28,IC015,CW02,44,5.31
2026-04-28,IC015,CW03,33,5.31
2026-04-28,IC015,CW04,22,5.31
2026-04-28,IC015,CW05,37,5.31
2026-04-28,IC016,CW01,30,1.55
2026-04-28,IC016,CW02,32,1.55
2026-04-28,IC016,CW03,19,1.55
2026-04-28,IC016,CW04,24,1.55
2026-04-28,IC016,CW05,17,1.55
2026-04-28,IC017,CW01,31,3.3
2026-04-28,IC017,CW02,24,3.3
2026-04-28,IC017,CW03,32,3.3
2026-04-28,IC017,CW04,24,3.3
2026-04-28,IC017,CW05,33,3.3
2026-04-28,IC018,CW01,24,5.15
2026-04-28,IC018,CW02,43,5.15
2026-04-28,IC018,CW03,25,5.15
2026-04-28,IC018,CW04,12,5.15
2026-04-28,IC018,CW05,32,5.15
2026-04-28,IC019,CW01,37,3.32
2026-04-28,IC019,CW02,34,3.32
2026-04-28,IC019,CW03,8,3.32
2026-04-28,IC019,CW04,30,3.32
2026-04-28,IC019,CW05,19,3.32
2026-04-28,IC020,CW01,30,1.45
2026-04-28,IC020,CW02,28,1.45
2026-04-28,IC020,CW03,37,1.45
2026-04-28,IC020,CW04,39,1.45
2026-04-28,IC020,CW05,16,1.45
2026-04-28,IC021,CW01,28,3.44
2026-04-28,IC021,CW02,33,3.44
2026-04-28,IC021,CW03,23,3.44
2026-04-28,IC021,CW04,23,3.44
2026-04-28,IC021,CW05,30,3.44
2026-04-28,IC022,CW01,27,3.68
2026-04-28,IC022,CW02,24,3.68
2026-04-28,IC022,CW03,27,3.68
2026-04-28,IC022,CW04,26,3.68
2026-04-28,IC022,CW05,21,3.68
2026-04-29,IC001,CW01,30,1.94
2026-04-29,IC001,CW02,22,1.94
2026-04-29,IC001,CW03,27,1.94
2026-04-29,IC001,CW04,41,1.94
2026-04-29,IC001,CW05,30,1.94
2026-04-29,IC002,CW01,16,1.37
2026-04-29,IC002,CW02,29,1.37
2026-04-29,IC002,CW03,27,1.37
2026-04-29,IC002,CW04,25,1.37
2026-04-29,IC002,CW05,26,1.37
2026-04-29,IC003,CW01,34,1.34
2026-04-29,IC003,CW02,21,1.34
2026-04-29,IC003,CW03,33,1.34
2026-04-29,IC003,CW04,40,1.34
2026-04-29,IC003,CW05,35,1.34
2026-04-29,IC004,CW01,22,4.32
2026-04-29,IC004,CW02,33,4.32
